article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,25,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,97.0,12.246,0,29.907,0,100,28.647,100,0.22,9.165,75.817,0.58,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,26,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,99.2,9.871,0,28.854,0,100,28.947,100,0.22,8.337,75.937,0,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,27,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,101.4,7.485,0,27.801,0,100,29.247,100,0.22,7.506,76.057,0,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,28,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,103.6,5.089,0,26.748,0,100,29.547,100,0.22,6.673,76.178,0,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,29,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,105.8,2.683,0,25.695,0,100,29.847,100,0.22,5.837,76.299,0,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,30,Baseline / current structure,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,108.0,0.266,0,24.642,0,100,30.147,100,0.22,4.998,76.42,0,11.612
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,0,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,42.0,47.181,47.564,46.403,71.093,44.105,23.176,44.995,0.05,53.242,36.646,41.78,8.907
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,1,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,44.2,46.314,46.039,45.785,61.937,46.122,23.361,45.894,0.05,50.341,37.79,39.242,9.156
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,2,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,46.4,45.395,44.42,45.144,52.525,48.196,23.554,46.901,0.05,47.34,38.997,36.613,9.412
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,3,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,48.6,44.422,42.703,44.479,42.853,50.334,23.755,48.018,0.05,44.234,40.271,33.89,9.673
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,4,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,50.8,43.391,40.883,43.789,32.914,52.541,23.965,49.247,0.05,41.021,41.614,31.067,9.939
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,5,Pressure-only intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,53.0,42.3,38.957,43.072,22.702,54.823,24.184,50.592,0.05,37.695,43.03,28.142,10.212
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,6,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,55.2,41.402,36.856,42.554,11.567,57.026,24.363,51.912,0.18,34.226,44.498,28.925,11.135
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,7,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,57.4,40.443,34.651,42.007,0.132,59.306,24.55,53.345,0.18,30.638,45.964,25.801,11.435
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,8,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,59.6,39.419,32.336,41.431,0,61.669,24.746,54.893,0.18,29.482,47.3,24.538,11.742
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,9,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,61.8,38.327,29.906,40.824,0,64.121,24.953,56.561,0.18,28.297,48.671,23.234,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,10,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,64.0,37.162,27.355,40.183,0,66.668,25.17,58.352,0.18,27.05,50.116,21.864,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,11,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,66.2,35.92,24.677,39.508,0,69.318,25.397,60.269,0.18,25.738,51.641,20.424,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,12,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,68.4,34.598,21.867,38.795,0,72.077,25.635,62.317,0.18,24.358,53.249,18.909,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,13,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,70.6,33.191,18.916,38.044,0,74.952,25.885,64.499,0.18,22.905,54.944,17.315,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,14,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,72.8,31.693,15.819,37.251,0,77.951,26.147,66.822,0.18,21.376,56.729,15.639,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,15,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,75.0,30.101,12.568,36.414,0,81.081,26.421,69.289,0.18,19.766,58.609,13.876,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,16,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,77.2,28.409,9.155,35.532,0,84.35,26.709,71.905,0.18,18.072,60.588,12.02,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,17,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,79.4,26.612,5.572,34.602,0,87.767,27.01,74.677,0.18,16.289,62.671,10.068,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,18,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,81.6,24.703,1.811,33.621,0,91.339,27.325,77.61,0.18,14.411,64.863,8.013,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,19,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,83.8,22.678,0,32.586,0,95.077,27.655,80.71,0.18,12.906,67.13,6.322,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,20,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,86.0,20.531,0,31.495,0,98.988,28.001,83.983,0.18,11.738,69.481,4.959,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,21,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,88.2,18.291,0,30.364,0,100,28.351,87.437,0.18,10.828,71.124,3.969,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,22,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,90.4,15.969,0,29.197,0,100,28.701,91.0,0.18,9.991,72.536,3.092,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,23,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,92.6,13.562,0,27.993,0,100,29.051,94.649,0.18,9.125,73.982,2.183,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,24,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,94.8,11.068,0,26.753,0,100,29.401,98.387,0.18,8.228,75.463,1.244,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,25,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,97.0,8.529,0,25.496,0,100,29.751,100,0.18,7.317,76.179,0.29,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,26,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,99.2,5.978,0,24.239,0,100,30.101,100,0.18,6.402,76.315,0,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,27,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,101.4,3.415,0,22.982,0,100,30.451,100,0.18,5.484,76.452,0,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,28,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,103.6,0.838,0,21.725,0,100,30.801,100,0.18,4.563,76.589,0,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,29,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,105.8,0,0,20.468,0,100,31.151,100,0.18,4.094,76.689,0,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,30,Pressure-only intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,108.0,0,0,19.211,0,100,31.501,100,0.18,3.842,76.772,0,11.745
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,0,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,42.0,47.181,47.564,46.403,71.093,44.105,23.176,44.995,0.05,53.242,36.646,41.78,8.907
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,1,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,44.2,46.314,46.039,45.785,61.937,46.122,23.361,45.894,0.05,50.341,37.79,39.242,9.156
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,2,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,46.4,45.395,44.42,45.144,52.525,48.196,23.554,46.901,0.05,47.34,38.997,36.613,9.412
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,3,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,48.6,44.422,42.703,44.479,42.853,50.334,23.755,48.018,0.05,44.234,40.271,33.89,9.673
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,4,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,50.8,43.391,40.883,43.789,32.914,52.541,23.965,49.247,0.05,41.021,41.614,31.067,9.939
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,5,Capacity-building intervention,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,53.0,42.3,38.957,43.072,22.702,54.823,24.184,50.592,0.05,37.695,43.03,28.142,10.212
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,6,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,55.2,42.761,38.083,43.718,13.515,55.971,23.858,51.582,0.48,35.616,43.67,29.489,9.187
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,7,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,57.4,43.194,37.179,44.347,4.081,57.155,23.537,52.631,0.48,33.462,44.499,27.771,9.434
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,8,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,59.6,43.596,36.243,44.957,0,58.378,23.221,53.741,0.48,32.462,45.27,26.939,9.687
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,9,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,61.8,43.965,35.271,45.548,0,59.644,22.909,54.913,0.48,32.336,45.989,26.773,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,10,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,64.0,44.3,34.261,46.119,0,60.955,22.603,56.149,0.48,32.184,46.731,26.579,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,11,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,66.2,44.599,33.211,46.669,0,62.315,22.302,57.45,0.48,32.004,47.514,26.355,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,12,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,68.4,44.858,32.116,47.196,0,63.728,22.007,58.819,0.48,31.795,48.338,26.099,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,13,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,70.6,45.077,30.974,47.7,0,65.198,21.718,60.258,0.48,31.554,49.205,25.808,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,14,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,72.8,45.252,29.781,48.18,0,66.727,21.435,61.769,0.48,31.281,50.117,25.481,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,15,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,75.0,45.381,28.534,48.635,0,68.32,21.158,63.354,0.48,30.971,51.077,25.116,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,16,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,77.2,45.461,27.228,49.063,0,69.981,20.888,65.016,0.48,30.624,52.086,24.709,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,17,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,79.4,45.49,25.86,49.463,0,71.714,20.625,66.758,0.48,30.238,53.148,24.258,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,18,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,81.6,45.464,24.426,49.834,0,73.524,20.369,68.582,0.48,29.809,54.263,23.762,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,19,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,83.8,45.382,22.92,50.175,0,75.415,20.121,70.491,0.48,29.335,55.435,23.217,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,20,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,86.0,45.239,21.339,50.483,0,77.391,19.88,72.489,0.48,28.814,56.667,22.62,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,21,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,88.2,45.033,19.677,50.759,0,79.459,19.648,74.578,0.48,28.243,57.96,21.968,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,22,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,90.4,44.76,17.929,50.999,0,81.622,19.424,76.763,0.48,27.62,59.319,21.259,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,23,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,92.6,44.416,16.089,51.204,0,83.886,19.21,79.047,0.48,26.94,60.746,20.488,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,24,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,94.8,43.999,14.152,51.37,0,86.256,19.005,81.434,0.48,26.201,62.244,19.653,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,25,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,97.0,43.503,12.111,51.496,0,88.739,18.81,83.929,0.48,25.4,63.816,18.751,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,26,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,99.2,42.925,9.961,51.581,0,91.34,18.625,86.535,0.48,24.534,65.467,17.776,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,27,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,101.4,42.261,7.693,51.622,0,94.066,18.452,89.257,0.48,23.598,67.199,16.726,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,28,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,103.6,41.506,5.303,51.617,0,96.923,18.289,92.1,0.48,22.589,69.017,15.596,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,29,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,105.8,40.656,2.781,51.565,0,99.918,18.139,95.07,0.48,21.503,70.924,14.382,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,30,Capacity-building intervention,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,108.0,39.742,0.213,51.481,0,100,17.989,98.171,0.48,20.676,72.101,13.542,9.798
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,0,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,42.0,47.181,47.564,46.403,71.093,44.105,23.176,44.995,0.05,53.242,36.646,41.78,8.907
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,1,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,44.2,46.314,46.039,45.785,61.937,46.122,23.361,45.894,0.05,50.341,37.79,39.242,9.156
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,2,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,46.4,45.395,44.42,45.144,52.525,48.196,23.554,46.901,0.05,47.34,38.997,36.613,9.412
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,3,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,48.6,44.422,42.703,44.479,42.853,50.334,23.755,48.018,0.05,44.234,40.271,33.89,9.673
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,4,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,50.8,43.391,40.883,43.789,32.914,52.541,23.965,49.247,0.05,41.021,41.614,31.067,9.939
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,5,Structural redesign,False,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,53.0,42.3,38.957,43.072,22.702,54.823,24.184,50.592,0.05,37.695,43.03,28.142,10.212
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,6,Structural redesign,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,55.2,43.45,38.725,44.422,15.274,55.284,23.506,51.34,0.7,36.533,43.056,30.763,7.428
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,7,Structural redesign,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,57.4,44.593,38.508,45.761,7.648,55.755,22.829,52.116,0.7,35.325,43.457,29.948,7.626
feedback-loops-and-system-behavior,Feedback Loops And System Behavior,8,Structural redesign,True,feedback-sensitive system stock,delay and overshoot pressure,correction and adaptation burden,stabilized system outcome,59.6,45.727,38.306,47.089,0,56.237,22.154,52.921,0.7,34.11,43.872,29.126,7.831
