article_slug,article_title,topic_family,year,scenario,policy_active,shock_event,system_stock_index,capacity_index,trust_index,memory_index,burden_index,equity_gap_index,risk_index,outcome_index,resilience_ratio,regeneration,pressure
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,3,Pressure-only intervention,False,False,61.06,50.396,45.204,48.286,36.618,22.129,58.231,44.055,0.7446,1.842,7.6
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,4,Pressure-only intervention,True,False,54.621,49.752,43.683,48.232,38.521,22.772,60.878,41.528,0.6661,1.649,8.352
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,5,Pressure-only intervention,True,False,46.823,49.057,42.09,48.152,40.563,23.453,63.981,38.553,0.571,1.475,9.408
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,6,Pressure-only intervention,True,False,37.619,48.307,40.418,48.045,42.751,24.172,67.556,35.113,0.4588,1.264,10.464
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,7,Pressure-only intervention,True,False,26.963,47.499,38.663,47.912,45.089,24.934,71.62,31.193,0.3288,1.016,11.52
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,8,Pressure-only intervention,True,False,14.806,46.628,36.82,47.753,47.584,25.74,76.192,26.775,0.1806,0.728,12.576
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,9,Pressure-only intervention,True,False,1.096,45.691,34.882,47.567,50.242,26.595,81.289,21.841,0.0134,0.4,13.632
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,10,Pressure-only intervention,True,True,0.0,44.68,32.84,47.296,53.213,27.502,82.689,20.618,0.0,0.03,17.064
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,11,Pressure-only intervention,True,False,0.0,43.593,30.692,47.057,56.223,28.464,83.804,19.687,0.0,0.0,15.744
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,12,Pressure-only intervention,True,False,0.0,42.427,28.43,46.792,59.417,29.484,84.989,18.698,0.0,0.0,16.8
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,13,Pressure-only intervention,True,False,0.0,41.176,26.048,46.501,62.802,30.564,86.247,17.648,0.0,0.0,17.856
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,14,Pressure-only intervention,True,False,0.0,39.835,23.539,46.183,66.386,31.709,87.581,16.533,0.0,0.0,18.912
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,15,Pressure-only intervention,True,False,0.0,38.4,20.896,45.839,70.176,32.922,88.996,15.351,0.0,0.0,19.968
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,16,Pressure-only intervention,True,False,0.0,36.864,18.111,45.468,74.182,34.208,90.496,14.097,0.0,0.0,21.024
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,17,Pressure-only intervention,True,False,0.0,35.223,15.176,45.071,78.411,35.569,92.085,12.77,0.0,0.0,22.08
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,18,Pressure-only intervention,True,False,0.0,33.47,12.083,44.648,82.872,37.011,93.767,11.364,0.0,0.0,23.136
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,19,Pressure-only intervention,True,False,0.0,31.6,8.822,44.198,87.576,38.537,95.546,9.876,0.0,0.0,24.192
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,20,Pressure-only intervention,True,False,0.0,29.606,5.386,43.722,92.53,40.153,97.429,8.302,0.0,0.0,25.248
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,21,Pressure-only intervention,True,False,0.0,27.481,1.763,43.219,97.747,41.862,99.418,6.639,0.0,0.0,26.304
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,22,Pressure-only intervention,True,False,0.0,25.3,0.0,42.69,100.0,43.612,100.0,5.506,0.0,0.0,27.36
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,23,Pressure-only intervention,True,False,0.0,23.119,0.0,42.135,100.0,45.362,100.0,4.856,0.0,0.0,28.416
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,24,Pressure-only intervention,True,False,0.0,20.938,0.0,41.553,100.0,47.112,100.0,4.201,0.0,0.0,29.472
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,25,Pressure-only intervention,True,False,0.0,18.757,0.0,40.945,100.0,48.862,100.0,3.542,0.0,0.0,30.528
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,26,Pressure-only intervention,True,False,0.0,16.576,0.0,40.31,100.0,50.612,100.0,2.878,0.0,0.0,31.584
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,27,Pressure-only intervention,True,False,0.0,14.395,0.0,39.649,100.0,52.362,100.0,2.209,0.0,0.0,32.64
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,28,Pressure-only intervention,True,False,0.0,12.214,0.0,38.962,100.0,54.112,100.0,1.536,0.0,0.0,33.696
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,29,Pressure-only intervention,True,False,0.0,10.033,0.0,38.248,100.0,55.862,100.0,0.857,0.0,0.0,34.752
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,30,Pressure-only intervention,True,False,0.0,7.852,0.0,37.508,100.0,57.612,100.0,0.174,0.0,0.0,35.808
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,0,Capacity and feedback investment,False,False,78.662,50.869,48.838,48.871,34.473,20.517,51.674,50.465,0.9593,2.214,4.3
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,1,Capacity and feedback investment,False,False,74.086,50.727,47.654,48.709,35.067,21.043,53.446,48.738,0.9035,2.124,5.4
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,2,Capacity and feedback investment,True,False,72.118,52.003,47.827,50.099,26.01,20.861,52.553,49.264,0.8795,2.593,5.2
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,3,Capacity and feedback investment,True,False,69.541,53.445,48.202,51.467,19.36,20.56,51.997,49.541,0.8481,2.524,6.08
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,4,Capacity and feedback investment,True,False,66.257,55.008,48.73,52.813,14.492,20.171,51.766,49.555,0.808,2.434,6.96
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,5,Capacity and feedback investment,True,False,62.186,56.661,49.37,54.137,10.942,19.718,51.856,49.295,0.7584,2.319,7.84
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,6,Capacity and feedback investment,True,False,57.261,58.378,50.096,55.439,8.369,19.218,52.266,48.749,0.6983,2.177,8.72
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,7,Capacity and feedback investment,True,False,51.421,60.141,50.887,56.719,6.517,18.686,53.0,47.906,0.6271,2.004,9.6
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,8,Capacity and feedback investment,True,False,44.611,61.937,51.726,57.977,5.199,18.129,54.061,46.753,0.544,1.8,10.48
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,9,Capacity and feedback investment,True,False,36.78,63.756,52.604,59.213,4.277,17.556,55.456,45.281,0.4485,1.561,11.36
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,10,Capacity and feedback investment,True,True,25.896,65.588,53.507,60.378,3.766,16.974,57.811,42.862,0.3158,1.287,14.22
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,11,Capacity and feedback investment,True,False,15.808,67.431,54.434,61.57,3.322,16.384,59.921,40.692,0.1928,0.906,13.12
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,12,Capacity and feedback investment,True,False,4.557,69.28,55.379,62.74,3.046,15.789,62.394,38.164,0.0556,0.553,14.0
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,13,Capacity and feedback investment,True,False,0.0,71.134,56.34,63.888,2.895,15.191,62.87,37.636,0.0,0.16,14.88
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,14,Capacity and feedback investment,True,False,0.0,72.989,57.314,65.014,2.836,14.592,61.989,38.469,0.0,0.0,15.76
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,15,Capacity and feedback investment,True,False,0.0,74.844,58.298,66.118,2.845,13.993,61.116,39.296,0.0,0.0,16.64
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,16,Capacity and feedback investment,True,False,0.0,76.697,59.291,67.2,2.905,13.395,60.25,40.117,0.0,0.0,17.52
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,17,Capacity and feedback investment,True,False,0.0,78.548,60.292,68.26,3.001,12.799,59.39,40.934,0.0,0.0,18.4
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,18,Capacity and feedback investment,True,False,0.0,80.396,61.299,69.298,3.126,12.205,58.535,41.745,0.0,0.0,19.28
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,19,Capacity and feedback investment,True,False,0.0,82.241,62.314,70.314,3.271,11.614,57.686,42.551,0.0,0.0,20.16
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,20,Capacity and feedback investment,True,False,0.0,84.081,63.334,71.308,3.431,11.026,56.842,43.353,0.0,0.0,21.04
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,21,Capacity and feedback investment,True,False,0.0,85.917,64.359,72.279,3.602,10.441,56.003,44.15,0.0,0.0,21.92
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,22,Capacity and feedback investment,True,False,0.0,87.748,65.39,73.23,3.781,9.859,55.167,44.943,0.0,0.0,22.8
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,23,Capacity and feedback investment,True,False,0.0,89.575,66.425,74.157,3.967,9.28,54.337,45.731,0.0,0.0,23.68
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,24,Capacity and feedback investment,True,False,0.0,91.397,67.466,75.063,4.157,8.705,53.51,46.514,0.0,0.0,24.56
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,25,Capacity and feedback investment,True,False,0.0,93.214,68.51,75.947,4.351,8.134,52.688,47.293,0.0,0.0,25.44
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,26,Capacity and feedback investment,True,False,0.0,95.027,69.56,76.809,4.547,7.565,51.87,48.068,0.0,0.0,26.32
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,27,Capacity and feedback investment,True,False,0.0,96.834,70.613,77.649,4.745,7.001,51.056,48.838,0.0,0.0,27.2
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,28,Capacity and feedback investment,True,False,0.0,98.636,71.671,78.467,4.944,6.44,50.246,49.604,0.0,0.0,28.08
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,29,Capacity and feedback investment,True,False,0.0,100.0,72.732,79.263,5.144,5.882,49.549,50.27,0.0,0.0,28.96
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,30,Capacity and feedback investment,True,False,0.0,100.0,73.798,80.037,5.345,5.329,49.196,50.633,0.0,0.0,29.84
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,0,Structural redesign and learning,False,False,78.662,50.869,48.838,48.871,34.473,20.517,51.674,50.465,0.9593,2.214,4.3
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,1,Structural redesign and learning,True,False,79.906,53.254,49.835,50.972,19.155,19.812,48.602,52.888,0.9745,3.382,3.348
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,2,Structural redesign and learning,True,False,80.988,55.851,51.101,53.057,10.617,18.953,46.14,54.959,0.9877,3.436,4.03
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,3,Structural redesign and learning,True,False,81.735,58.567,52.525,55.124,5.878,18.009,44.093,56.76,0.9968,3.482,4.712
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,4,Structural redesign and learning,True,False,82.04,61.349,54.044,57.174,3.264,17.018,42.354,58.332,1.0005,3.515,5.394
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,5,Structural redesign and learning,True,False,81.832,64.166,55.623,59.207,1.841,16.001,40.867,59.697,0.998,3.528,6.076
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,6,Structural redesign and learning,True,False,81.06,67.001,57.243,61.223,1.086,14.97,39.606,60.863,0.9885,3.519,6.758
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,7,Structural redesign and learning,True,False,79.684,69.847,58.894,63.222,0.703,13.933,38.556,61.831,0.9718,3.486,7.44
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,8,Structural redesign and learning,True,False,77.667,72.697,60.568,65.204,0.53,12.892,37.716,62.596,0.9472,3.426,8.122
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,9,Structural redesign and learning,True,False,74.977,75.548,62.263,67.169,0.474,11.851,37.087,63.154,0.9144,3.34,8.804
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,10,Structural redesign and learning,True,True,70.044,78.396,63.973,69.078,0.576,10.811,37.154,63.022,0.8542,3.224,11.021
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,11,Structural redesign and learning,True,False,65.845,81.245,65.702,71.009,0.582,9.772,36.983,63.124,0.803,3.012,10.168
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,12,Structural redesign and learning,True,False,60.874,84.092,67.449,72.923,0.626,8.733,37.048,62.992,0.7424,2.831,10.85
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,13,Structural redesign and learning,True,False,55.098,86.938,69.212,74.82,0.691,7.696,37.356,62.616,0.6719,2.618,11.532
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,14,Structural redesign and learning,True,False,48.481,89.782,70.991,76.699,0.769,6.659,37.917,61.988,0.5912,2.369,12.214
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,15,Structural redesign and learning,True,False,40.987,92.623,72.787,78.562,0.853,5.625,38.742,61.096,0.4998,2.085,12.896
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,16,Structural redesign and learning,True,False,32.578,95.463,74.598,80.407,0.942,4.592,39.842,59.928,0.3973,1.762,13.578
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,17,Structural redesign and learning,True,False,23.214,98.3,76.425,82.236,1.032,3.56,41.228,58.473,0.2831,1.401,14.26
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,18,Structural redesign and learning,True,False,12.831,100.0,78.269,84.047,1.123,2.53,43.205,56.463,0.1565,0.998,14.942
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,19,Structural redesign and learning,True,False,1.351,100.0,80.128,85.842,1.216,1.502,45.935,53.749,0.0165,0.552,15.624
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,20,Structural redesign and learning,True,False,0.0,100.0,82.002,87.619,1.308,0.476,45.626,54.074,0.0,0.058,16.306
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,21,Structural redesign and learning,True,False,0.0,100.0,83.893,89.379,1.401,0.0,44.955,54.783,0.0,0.0,16.988
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,22,Structural redesign and learning,True,False,0.0,100.0,85.789,91.123,1.494,0.0,44.323,55.47,0.0,0.0,17.67
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,23,Structural redesign and learning,True,False,0.0,100.0,87.682,92.849,1.587,0.0,43.695,56.154,0.0,0.0,18.352
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,24,Structural redesign and learning,True,False,0.0,100.0,89.573,94.558,1.68,0.0,43.07,56.834,0.0,0.0,19.034
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,25,Structural redesign and learning,True,False,0.0,100.0,91.461,96.25,1.772,0.0,42.448,57.511,0.0,0.0,19.716
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,26,Structural redesign and learning,True,False,0.0,100.0,93.346,97.925,1.865,0.0,41.829,58.184,0.0,0.0,20.398
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,27,Structural redesign and learning,True,False,0.0,100.0,95.228,99.583,1.958,0.0,41.213,58.853,0.0,0.0,21.08
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,28,Structural redesign and learning,True,False,0.0,100.0,97.108,100.0,2.051,0.0,40.784,59.298,0.0,0.0,21.762
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,29,Structural redesign and learning,True,False,0.0,100.0,98.984,100.0,2.144,0.0,40.418,59.668,0.0,0.0,22.444
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,30,Structural redesign and learning,True,False,0.0,100.0,100.0,100.0,2.237,0.0,40.224,59.866,0.0,0.0,23.126
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,0,Delayed reform under rising pressure,False,False,78.662,50.869,48.838,48.871,34.473,20.517,51.674,50.465,0.9593,2.214,4.3
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,1,Delayed reform under rising pressure,False,False,74.086,50.727,47.654,48.709,35.067,21.043,53.446,48.738,0.9035,2.124,5.4
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,2,Delayed reform under rising pressure,False,False,68.232,50.57,46.444,48.514,35.782,21.58,55.627,46.606,0.8321,2.0,6.5
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,3,Delayed reform under rising pressure,False,False,61.06,50.396,45.204,48.286,36.618,22.129,58.231,44.055,0.7446,1.842,7.6
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,4,Delayed reform under rising pressure,False,False,52.528,50.203,43.933,48.025,37.575,22.693,61.274,41.072,0.6406,1.649,8.7
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,5,Delayed reform under rising pressure,False,False,42.592,49.987,42.626,47.731,38.653,23.273,64.768,37.641,0.5194,1.418,9.8
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,6,Delayed reform under rising pressure,False,False,31.208,49.747,41.281,47.404,39.852,23.87,68.729,33.75,0.3806,1.15,10.9
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,7,Delayed reform under rising pressure,False,False,18.33,49.48,39.894,47.044,41.172,24.488,73.172,29.381,0.2235,0.843,12.0
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,8,Delayed reform under rising pressure,True,False,7.781,49.729,39.117,47.539,34.259,24.755,75.685,26.609,0.0949,0.568,11.004
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,9,Delayed reform under rising pressure,True,False,0.0,50.119,38.504,48.011,28.646,24.92,77.426,24.653,0.0,0.241,11.928
scenario-modeling-in-systems-thinking,Scenario Modeling in Systems Thinking,modeling_methods,10,Delayed reform under rising pressure,True,True,0.0,50.62,38.021,48.407,24.224,25.006,76.903,25.0,0.0,0.0,14.931
