article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
systems-thinking-in-public-policy,Systems Thinking In Public Policy,18,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,74.4,28.521,7.471,36.254,0,91.177,34.556,74.798,0.22,17.192,64.608,8.863,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,19,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,76.2,26.72,3.861,35.456,0,94.7,34.835,77.636,0.22,15.418,66.738,6.913,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,20,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,78.0,24.807,0.069,34.607,0,98.382,35.129,80.631,0.22,13.548,68.976,4.86,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,21,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,79.8,22.804,0,33.716,0,100,35.429,83.789,0.22,12.672,70.657,3.882,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,22,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,81.6,20.726,0,32.792,0,100,35.729,87.06,0.22,11.947,71.947,3.119,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,23,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,83.4,18.572,0,31.835,0,100,36.029,90.405,0.22,11.196,73.265,2.329,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,24,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,85.2,16.339,0,30.844,0,100,36.329,93.825,0.22,10.417,74.613,1.511,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,25,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,87.0,14.027,0,29.818,0,100,36.629,97.322,0.22,9.611,75.99,0.663,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,26,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,88.8,11.652,0,28.765,0,100,36.929,100,0.22,8.782,77.074,0,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,27,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,90.6,9.265,0,27.712,0,100,37.229,100,0.22,7.951,77.195,0,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,28,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,92.4,6.868,0,26.659,0,100,37.529,100,0.22,7.118,77.316,0,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,29,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,94.2,4.461,0,25.606,0,100,37.829,100,0.22,6.281,77.437,0,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,30,Baseline / current structure,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,96.0,2.043,0,24.553,0,100,38.129,100,0.22,5.442,77.558,0,9.416
systems-thinking-in-public-policy,Systems Thinking In Public Policy,0,Pressure-only intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,42.0,48.16,50.338,45.397,71.239,45.677,31.183,44.611,0.05,53.78,38.058,41.887,6.761
systems-thinking-in-public-policy,Systems Thinking In Public Policy,1,Pressure-only intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,43.8,47.269,48.582,44.773,64.278,47.828,31.374,45.523,0.05,51.291,39.203,39.645,6.961
systems-thinking-in-public-policy,Systems Thinking In Public Policy,2,Pressure-only intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,45.6,46.326,46.728,44.125,57.112,50.037,31.574,46.539,0.05,48.711,40.41,37.319,7.166
systems-thinking-in-public-policy,Systems Thinking In Public Policy,3,Pressure-only intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,47.4,45.326,44.771,43.452,49.737,52.31,31.783,47.661,0.05,46.036,41.682,34.905,7.375
systems-thinking-in-public-policy,Systems Thinking In Public Policy,4,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,49.2,44.526,42.644,42.98,41.622,54.492,31.951,48.75,0.18,43.262,42.982,36.235,8.115
systems-thinking-in-public-policy,Systems Thinking In Public Policy,5,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,51.0,43.67,40.418,42.483,33.275,56.739,32.128,49.942,0.18,40.389,44.285,33.673,8.348
systems-thinking-in-public-policy,Systems Thinking In Public Policy,6,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,52.8,42.755,38.089,41.96,24.688,59.057,32.315,51.239,0.18,37.413,45.655,31.017,8.587
systems-thinking-in-public-policy,Systems Thinking In Public Policy,7,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,54.6,41.778,35.651,41.407,15.857,61.451,32.51,52.646,0.18,34.331,47.095,28.262,8.831
systems-thinking-in-public-policy,Systems Thinking In Public Policy,8,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,56.4,40.736,33.1,40.825,6.777,63.927,32.716,54.164,0.18,31.137,48.607,25.403,9.081
systems-thinking-in-public-policy,Systems Thinking In Public Policy,9,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,58.2,39.624,30.43,40.211,0,66.49,32.932,55.797,0.18,28.39,50.151,22.872,9.336
systems-thinking-in-public-policy,Systems Thinking In Public Policy,10,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,60.0,38.44,27.636,39.564,0,69.148,33.159,57.548,0.18,27.072,51.642,21.426,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,11,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,61.8,37.178,24.712,38.881,0,71.907,33.396,59.423,0.18,25.689,53.187,19.908,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,12,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,63.6,35.835,21.652,38.161,0,74.773,33.645,61.424,0.18,24.235,54.814,18.316,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,13,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,65.4,34.407,18.448,37.402,0,77.754,33.906,63.555,0.18,22.709,56.525,16.644,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,14,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,67.2,32.888,15.095,36.602,0,80.856,34.18,65.823,0.18,21.106,58.326,14.889,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,15,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,69.0,31.274,11.584,35.758,0,84.087,34.466,68.23,0.18,19.423,60.219,13.046,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,16,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,70.8,29.561,7.909,34.868,0,87.455,34.766,70.783,0.18,17.654,62.209,11.111,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,17,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,72.6,27.742,4.06,33.931,0,90.968,35.08,73.487,0.18,15.796,64.301,9.079,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,18,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,74.4,25.813,0.03,32.943,0,94.634,35.408,76.348,0.18,13.843,66.499,6.945,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,19,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,76.2,23.767,0,31.901,0,98.461,35.752,79.371,0.18,12.714,68.735,5.625,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,20,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,78.0,21.629,0,30.818,0,100,36.102,82.563,0.18,11.787,70.421,4.598,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,21,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,79.8,19.414,0,29.703,0,100,36.452,85.869,0.18,10.988,71.738,3.76,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,22,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,81.6,17.12,0,28.553,0,100,36.802,89.252,0.18,10.162,73.085,2.893,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,23,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,83.4,14.745,0,27.369,0,100,37.152,92.712,0.18,9.308,74.462,1.997,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,24,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,85.2,12.288,0,26.15,0,100,37.502,96.253,0.18,8.425,75.871,1.072,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,25,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,87.0,9.746,0,24.894,0,100,37.852,99.875,0.18,7.513,77.31,0.117,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,26,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,88.8,7.189,0,23.637,0,100,38.202,100,0.18,6.596,77.492,0,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,27,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,90.6,4.619,0,22.38,0,100,38.552,100,0.18,5.677,77.628,0,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,28,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,92.4,2.037,0,21.123,0,100,38.902,100,0.18,4.754,77.765,0,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,29,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,94.2,0,0,19.866,0,100,39.252,100,0.18,3.973,77.891,0,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,30,Pressure-only intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,96.0,0,0,18.609,0,100,39.602,100,0.18,3.722,77.974,0,9.525
systems-thinking-in-public-policy,Systems Thinking In Public Policy,0,Capacity-building intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,42.0,48.16,50.338,45.397,71.239,45.677,31.183,44.611,0.05,53.78,38.058,41.887,6.761
systems-thinking-in-public-policy,Systems Thinking In Public Policy,1,Capacity-building intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,43.8,47.269,48.582,44.773,64.278,47.828,31.374,45.523,0.05,51.291,39.203,39.645,6.961
systems-thinking-in-public-policy,Systems Thinking In Public Policy,2,Capacity-building intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,45.6,46.326,46.728,44.125,57.112,50.037,31.574,46.539,0.05,48.711,40.41,37.319,7.166
systems-thinking-in-public-policy,Systems Thinking In Public Policy,3,Capacity-building intervention,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,47.4,45.326,44.771,43.452,49.737,52.31,31.783,47.661,0.05,46.036,41.682,34.905,7.375
systems-thinking-in-public-policy,Systems Thinking In Public Policy,4,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,49.2,45.885,43.871,44.145,43.204,53.437,31.447,48.42,0.48,44.572,42.204,36.736,6.534
systems-thinking-in-public-policy,Systems Thinking In Public Policy,5,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,51.0,46.421,42.947,44.823,36.487,54.589,31.116,49.228,0.48,43.051,42.878,35.519,6.716
systems-thinking-in-public-policy,Systems Thinking In Public Policy,6,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,52.8,46.932,41.996,45.485,29.582,55.767,30.789,50.087,0.48,41.47,43.584,34.25,6.905
systems-thinking-in-public-policy,Systems Thinking In Public Policy,7,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,54.6,47.417,41.017,46.132,22.481,56.974,30.466,50.997,0.48,39.827,44.322,32.926,7.1
systems-thinking-in-public-policy,Systems Thinking In Public Policy,8,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,56.4,47.875,40.007,46.761,15.18,58.214,30.149,51.961,0.48,38.119,45.095,31.547,7.302
systems-thinking-in-public-policy,Systems Thinking In Public Policy,9,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,58.2,48.303,38.964,47.372,7.67,59.488,29.837,52.978,0.48,36.344,45.903,30.108,7.51
systems-thinking-in-public-policy,Systems Thinking In Public Policy,10,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,60.0,48.7,37.886,47.965,0,60.8,29.53,54.051,0.48,34.51,46.748,28.616,7.724
systems-thinking-in-public-policy,Systems Thinking In Public Policy,11,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,61.8,49.064,36.77,48.538,0,62.153,29.229,55.182,0.48,34.338,47.492,28.401,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,12,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,63.6,49.394,35.613,49.091,0,63.549,28.933,56.371,0.48,34.141,48.246,28.158,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,13,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,65.4,49.686,34.413,49.623,0,64.993,28.643,57.621,0.48,33.915,49.038,27.884,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,14,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,67.2,49.94,33.167,50.133,0,66.487,28.359,58.934,0.48,33.659,49.868,27.578,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,15,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,69.0,50.153,31.872,50.619,0,68.035,28.081,60.311,0.48,33.372,50.739,27.237,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,16,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,70.8,50.322,30.524,51.082,0,69.64,27.81,61.755,0.48,33.051,51.653,26.86,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,17,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,72.6,50.446,29.119,51.519,0,71.306,27.545,63.269,0.48,32.695,52.612,26.444,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,18,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,74.4,50.521,27.655,51.931,0,73.037,27.287,64.854,0.48,32.302,53.618,25.988,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,19,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,76.2,50.546,26.127,52.314,0,74.836,27.037,66.513,0.48,31.869,54.672,25.489,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,20,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,78.0,50.518,24.53,52.67,0,76.709,26.793,68.249,0.48,31.394,55.778,24.943,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,21,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,79.8,50.434,22.862,52.995,0,78.658,26.558,70.064,0.48,30.876,56.938,24.35,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,22,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,81.6,50.29,21.116,53.289,0,80.69,26.331,71.963,0.48,30.31,58.154,23.706,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,23,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,83.4,50.084,19.29,53.551,0,82.807,26.112,73.948,0.48,29.695,59.429,23.008,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,24,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,85.2,49.813,17.376,53.779,0,85.015,25.902,76.022,0.48,29.028,60.765,22.253,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,25,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,87.0,49.473,15.37,53.971,0,87.32,25.701,78.189,0.48,28.307,62.166,21.439,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,26,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,88.8,49.061,13.267,54.126,0,89.725,25.51,80.453,0.48,27.527,63.634,20.562,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,27,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,90.6,48.573,11.061,54.242,0,92.238,25.329,82.817,0.48,26.687,65.174,19.618,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,28,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,92.4,48.006,8.746,54.318,0,94.862,25.159,85.287,0.48,25.783,66.787,18.604,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,29,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,94.2,47.354,6.314,54.352,0,97.606,24.999,87.866,0.48,24.811,68.477,17.517,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,30,Capacity-building intervention,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,96.0,46.621,3.775,54.344,0,100,24.849,90.559,0.48,23.821,70.122,16.424,7.944
systems-thinking-in-public-policy,Systems Thinking In Public Policy,0,Structural redesign,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,42.0,48.16,50.338,45.397,71.239,45.677,31.183,44.611,0.05,53.78,38.058,41.887,6.761
systems-thinking-in-public-policy,Systems Thinking In Public Policy,1,Structural redesign,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,43.8,47.269,48.582,44.773,64.278,47.828,31.374,45.523,0.05,51.291,39.203,39.645,6.961
systems-thinking-in-public-policy,Systems Thinking In Public Policy,2,Structural redesign,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,45.6,46.326,46.728,44.125,57.112,50.037,31.574,46.539,0.05,48.711,40.41,37.319,7.166
systems-thinking-in-public-policy,Systems Thinking In Public Policy,3,Structural redesign,False,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,47.4,45.326,44.771,43.452,49.737,52.31,31.783,47.661,0.05,46.036,41.682,34.905,7.375
systems-thinking-in-public-policy,Systems Thinking In Public Policy,4,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,49.2,46.574,44.512,44.848,44.631,52.75,31.094,48.178,0.7,45.415,41.636,37.954,5.106
systems-thinking-in-public-policy,Systems Thinking In Public Policy,5,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,51.0,47.82,44.275,46.237,39.386,53.189,30.407,48.713,0.7,44.767,41.887,37.582,5.245
systems-thinking-in-public-policy,Systems Thinking In Public Policy,6,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,52.8,49.063,44.059,47.618,33.996,53.626,29.722,49.267,0.7,44.089,42.148,37.187,5.39
systems-thinking-in-public-policy,Systems Thinking In Public Policy,7,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,54.6,50.304,43.863,48.99,28.456,54.062,29.038,49.839,0.7,43.381,42.42,36.77,5.54
systems-thinking-in-public-policy,Systems Thinking In Public Policy,8,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,56.4,51.541,43.688,50.354,22.76,54.499,28.356,50.43,0.7,42.64,42.701,36.328,5.696
systems-thinking-in-public-policy,Systems Thinking In Public Policy,9,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,58.2,52.775,43.532,51.708,16.903,54.938,27.676,51.039,0.7,41.865,42.993,35.86,5.857
systems-thinking-in-public-policy,Systems Thinking In Public Policy,10,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,60.0,54.004,43.396,53.055,10.878,55.379,26.997,51.667,0.7,41.054,43.297,35.364,6.025
systems-thinking-in-public-policy,Systems Thinking In Public Policy,11,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,61.8,55.228,43.28,54.391,4.679,55.823,26.32,52.314,0.7,40.206,43.612,34.84,6.199
systems-thinking-in-public-policy,Systems Thinking In Public Policy,12,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,63.6,56.448,43.182,55.719,0,56.271,25.646,52.98,0.7,39.693,43.909,34.574,6.379
systems-thinking-in-public-policy,Systems Thinking In Public Policy,13,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,65.4,57.661,43.102,57.037,0,56.724,24.972,53.665,0.7,40.209,44.128,35.104,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,14,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,67.2,58.868,43.04,58.345,0,57.184,24.301,54.369,0.7,40.725,44.339,35.633,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,15,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,69.0,60.067,42.995,59.643,0,57.65,23.632,55.094,0.7,41.24,44.559,36.161,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,16,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,70.8,61.259,42.966,60.931,0,58.125,22.964,55.838,0.7,41.754,44.789,36.687,6.516
