article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,21,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,81.9,27.385,4.397,37.642,0,93.96,25.012,80.501,0.22,16.22,65.896,8.206,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,22,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,83.8,25.445,0.856,36.768,0,97.571,25.302,83.569,0.22,14.4,68.137,6.206,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,23,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,85.7,23.403,0,35.847,0,100,25.602,86.8,0.22,13.254,70.077,4.925,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,24,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,87.6,21.284,0,34.892,0,100,25.902,90.166,0.22,12.512,71.403,4.145,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,25,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,89.5,19.087,0,33.903,0,100,26.202,93.61,0.22,11.743,72.758,3.337,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,26,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,91.4,16.809,0,32.879,0,100,26.502,97.131,0.22,10.946,74.143,2.5,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,27,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,93.3,14.464,0,31.826,0,100,26.802,100,0.22,10.126,75.296,1.638,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,28,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,95.2,12.108,0,30.773,0,100,27.102,100,0.22,9.303,75.416,0.774,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,29,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,97.1,9.742,0,29.72,0,100,27.402,100,0.22,8.477,75.536,0,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,30,Baseline / current structure,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,99.0,7.365,0,28.667,0,100,27.702,100,0.22,7.648,75.656,0,10.68
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,0,Pressure-only intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,42.0,50.214,48.686,48.409,74.367,43.658,21.175,44.625,0.05,55.443,35.708,43.956,7.633
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,1,Pressure-only intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,43.9,49.382,47.286,47.799,66.489,45.585,21.357,45.448,0.05,52.871,36.773,41.687,7.878
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,2,Pressure-only intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,45.8,48.502,45.798,47.167,58.359,47.565,21.547,46.369,0.05,50.202,37.898,39.331,8.13
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,3,Pressure-only intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,47.7,47.57,44.216,46.513,49.971,49.603,21.746,47.392,0.05,47.432,39.084,36.883,8.388
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,4,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,49.6,46.843,42.474,46.063,40.707,51.545,21.902,48.375,0.18,44.537,40.308,38.161,9.264
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,5,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,51.5,46.066,40.644,45.59,31.153,53.546,22.066,49.456,0.18,41.536,41.522,35.543,9.554
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,6,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,53.4,45.236,38.72,45.093,21.302,55.612,22.238,50.637,0.18,38.424,42.799,32.825,9.851
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,7,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,55.3,44.35,36.7,44.571,11.145,57.747,22.419,51.92,0.18,35.196,44.144,30.004,10.156
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,8,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,57.2,43.404,34.577,44.021,0.676,59.956,22.609,53.308,0.18,31.849,45.558,27.074,10.469
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,9,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,59.1,42.395,32.347,43.442,0,62.247,22.808,54.805,0.18,30.603,46.866,25.752,10.79
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,10,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,61.0,41.319,30.006,42.833,0,64.623,23.017,56.413,0.18,29.449,48.195,24.483,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,11,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,62.9,40.174,27.547,42.192,0,67.093,23.235,58.136,0.18,28.235,49.594,23.149,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,12,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,64.8,38.954,24.965,41.518,0,69.661,23.464,59.979,0.18,26.958,51.068,21.747,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,13,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,66.7,37.657,22.254,40.807,0,72.334,23.703,61.944,0.18,25.615,52.621,20.273,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,14,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,68.6,36.277,19.407,40.059,0,75.119,23.954,64.036,0.18,24.201,54.257,18.723,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,15,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,70.5,34.81,16.418,39.271,0,78.023,24.216,66.259,0.18,22.714,55.978,17.094,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,16,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,72.4,33.251,13.279,38.442,0,81.053,24.49,68.619,0.18,21.15,57.79,15.38,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,17,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,74.3,31.597,9.984,37.568,0,84.217,24.777,71.119,0.18,19.504,59.696,13.577,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,18,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,76.2,29.841,6.524,36.649,0,87.522,25.077,73.766,0.18,17.771,61.701,11.681,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,19,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,78.1,27.978,2.891,35.68,0,90.976,25.391,76.565,0.18,15.949,63.809,9.686,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,20,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,80.0,26.004,0,34.66,0,94.589,25.719,79.522,0.18,14.234,66.009,7.792,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,21,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,81.9,23.911,0,33.587,0,98.368,26.063,82.643,0.18,13.097,68.268,6.466,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,22,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,83.8,21.722,0,32.47,0,100,26.413,85.934,0.18,12.142,70.017,5.406,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,23,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,85.7,19.454,0,31.32,0,100,26.763,89.345,0.18,11.322,71.373,4.547,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,24,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,87.6,17.105,0,30.135,0,100,27.113,92.834,0.18,10.474,72.76,3.658,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,25,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,89.5,14.672,0,28.914,0,100,27.463,96.405,0.18,9.597,74.179,2.739,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,26,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,91.4,12.155,0,27.657,0,100,27.813,100,0.18,8.692,75.608,1.791,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,27,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,93.3,9.626,0,26.4,0,100,28.163,100,0.18,7.783,75.744,0.839,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,28,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,95.2,7.084,0,25.143,0,100,28.513,100,0.18,6.87,75.88,0,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,29,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,97.1,4.529,0,23.886,0,100,28.863,100,0.18,5.955,76.016,0,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,30,Pressure-only intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,99.0,1.962,0,22.629,0,100,29.213,100,0.18,5.036,76.153,0,10.81
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,0,Capacity-building intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,42.0,50.214,48.686,48.409,74.367,43.658,21.175,44.625,0.05,55.443,35.708,43.956,7.633
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,1,Capacity-building intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,43.9,49.382,47.286,47.799,66.489,45.585,21.357,45.448,0.05,52.871,36.773,41.687,7.878
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,2,Capacity-building intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,45.8,48.502,45.798,47.167,58.359,47.565,21.547,46.369,0.05,50.202,37.898,39.331,8.13
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,3,Capacity-building intervention,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,47.7,47.57,44.216,46.513,49.971,49.603,21.746,47.392,0.05,47.432,39.084,36.883,8.388
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,4,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,49.6,48.202,43.701,47.228,42.518,50.49,21.398,48.045,0.48,45.897,39.498,38.701,7.453
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,5,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,51.5,48.817,43.172,47.93,34.837,51.396,21.053,48.743,0.48,44.301,40.077,37.468,7.681
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,6,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,53.4,49.413,42.627,48.619,26.92,52.321,20.712,49.484,0.48,42.64,40.685,36.181,7.917
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,7,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,55.3,49.988,42.065,49.295,18.759,53.27,20.376,50.272,0.48,40.91,41.322,34.837,8.161
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,8,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,57.2,50.542,41.483,49.956,10.345,54.243,20.043,51.105,0.48,39.11,41.99,33.433,8.414
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,9,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,59.1,51.073,40.881,50.603,1.669,55.244,19.714,51.986,0.48,37.236,42.689,31.967,8.676
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,10,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,61.0,51.58,40.255,51.234,0,56.275,19.389,52.916,0.48,36.886,43.294,31.673,8.947
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,11,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,62.9,52.06,39.604,51.849,0,57.338,19.068,53.895,0.48,36.885,43.872,31.642,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,12,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,64.8,52.513,38.926,52.447,0,58.436,18.752,54.926,0.48,36.863,44.473,31.589,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,13,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,66.7,52.936,38.219,53.028,0,59.573,18.44,56.009,0.48,36.82,45.106,31.513,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,14,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,68.6,53.329,37.48,53.59,0,60.75,18.133,57.147,0.48,36.754,45.771,31.412,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,15,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,70.5,53.688,36.706,54.133,0,61.97,17.831,58.34,0.48,36.664,46.471,31.284,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,16,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,72.4,54.013,35.895,54.655,0,63.238,17.534,59.59,0.48,36.547,47.207,31.128,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,17,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,74.3,54.301,35.043,55.157,0,64.555,17.242,60.901,0.48,36.404,47.98,30.942,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,18,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,76.2,54.55,34.149,55.637,0,65.925,16.956,62.272,0.48,36.231,48.792,30.724,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,19,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,78.1,54.758,33.208,56.094,0,67.351,16.675,63.707,0.48,36.026,49.645,30.472,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,20,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,80.0,54.922,32.217,56.526,0,68.838,16.4,65.208,0.48,35.789,50.541,30.184,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,21,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,81.9,55.041,31.173,56.934,0,70.387,16.132,66.776,0.48,35.517,51.482,29.857,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,22,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,83.8,55.112,30.072,57.316,0,72.004,15.87,68.415,0.48,35.208,52.471,29.49,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,23,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,85.7,55.133,28.91,57.671,0,73.692,15.615,70.128,0.48,34.86,53.508,29.081,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,24,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,87.6,55.1,27.683,57.997,0,75.455,15.367,71.916,0.48,34.47,54.597,28.626,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,25,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,89.5,55.01,26.386,58.293,0,77.298,15.126,73.784,0.48,34.037,55.739,28.123,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,26,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,91.4,54.862,25.016,58.559,0,79.224,14.893,75.733,0.48,33.557,56.938,27.569,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,27,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,93.3,54.651,23.566,58.791,0,81.239,14.668,77.768,0.48,33.028,58.197,26.962,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,28,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,95.2,54.375,22.032,58.99,0,83.347,14.451,79.892,0.48,32.448,59.517,26.299,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,29,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,97.1,54.03,20.409,59.154,0,85.553,14.243,82.108,0.48,31.813,60.901,25.576,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,30,Capacity-building intervention,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,99.0,53.613,18.691,59.281,0,87.863,14.045,84.42,0.48,31.121,62.354,24.791,8.999
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,0,Structural redesign,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,42.0,50.214,48.686,48.409,74.367,43.658,21.175,44.625,0.05,55.443,35.708,43.956,7.633
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,1,Structural redesign,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,43.9,49.382,47.286,47.799,66.489,45.585,21.357,45.448,0.05,52.871,36.773,41.687,7.878
