article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,13,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,68.0,37.288,24.368,38.741,0,72.636,27.246,62.304,0.22,25.54,53.434,18.444,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,14,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,70.0,36.009,21.823,38.192,0,75.33,27.447,64.392,0.22,24.269,55.024,17.04,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,15,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,72.0,34.647,19.142,37.604,0,78.14,27.66,66.609,0.22,22.926,56.698,15.559,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,16,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,74.0,33.197,16.318,36.975,0,81.074,27.884,68.96,0.22,21.509,58.461,13.996,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,17,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,76.0,31.655,13.343,36.302,0,84.139,28.121,71.449,0.22,20.012,60.316,12.348,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,18,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,78.0,30.014,10.21,35.585,0,87.342,28.37,74.081,0.22,18.432,62.268,10.609,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,19,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,80.0,28.27,6.91,34.819,0,90.693,28.633,76.862,0.22,16.765,64.321,8.775,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,20,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,82.0,26.418,3.436,34.003,0,94.197,28.91,79.798,0.22,15.005,66.48,6.84,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,21,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,84.0,24.452,0,33.133,0,97.866,29.201,82.895,0.22,13.198,68.745,4.849,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,22,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,86.0,22.386,0,32.219,0,100,29.501,86.159,0.22,12.264,70.604,3.792,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,23,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,88.0,20.243,0,31.27,0,100,29.801,89.553,0.22,11.517,71.939,3.007,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,24,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,90.0,18.021,0,30.287,0,100,30.101,93.026,0.22,10.743,73.306,2.193,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,25,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,92.0,15.718,0,29.268,0,100,30.401,96.58,0.22,9.94,74.703,1.349,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,26,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,94.0,13.337,0,28.215,0,100,30.701,100,0.22,9.111,76.055,0.478,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,27,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,96.0,10.945,0,27.162,0,100,31.001,100,0.22,8.278,76.176,0,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,28,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,98.0,8.543,0,26.109,0,100,31.301,100,0.22,7.443,76.296,0,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,29,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,100.0,6.13,0,25.056,0,100,31.601,100,0.22,6.605,76.417,0,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,30,Baseline / current structure,True,core system capacity stock,system pressure,implementation burden,system outcome,102.0,3.707,0,24.003,0,100,31.901,100,0.22,5.764,76.539,0,10.48
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,0,Pressure-only intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,42.0,49.161,48.541,44.403,72.4,44.474,25.178,44.764,0.05,53.822,36.816,42.259,7.6
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,1,Pressure-only intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,44.0,48.274,46.992,43.785,64.566,46.5,25.364,45.629,0.05,51.201,37.926,39.935,7.834
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,2,Pressure-only intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,46.0,47.337,45.349,43.145,56.492,48.581,25.558,46.599,0.05,48.484,39.097,37.522,8.074
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,3,Pressure-only intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,48.0,46.347,43.609,42.482,48.171,50.724,25.761,47.676,0.05,45.666,40.334,35.017,8.32
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,4,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,50.0,45.558,41.703,42.021,38.983,52.774,25.922,48.719,0.18,42.723,41.611,36.237,9.188
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,5,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,52.0,44.716,39.703,41.536,29.519,54.887,26.092,49.865,0.18,39.674,42.88,33.561,9.464
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,6,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,54.0,43.818,37.605,41.025,19.773,57.068,26.27,51.117,0.18,36.514,44.217,30.785,9.746
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,7,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,56.0,42.861,35.404,40.488,9.738,59.323,26.457,52.478,0.18,33.24,45.623,27.905,10.035
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,8,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,58.0,41.841,33.094,39.921,0,61.657,26.654,53.949,0.18,29.978,47.092,25.017,10.331
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,9,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,60.0,40.755,30.672,39.324,0,64.077,26.86,55.536,0.18,28.801,48.458,23.724,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,10,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,62.0,39.598,28.131,38.695,0,66.588,27.077,57.241,0.18,27.564,49.862,22.365,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,11,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,64.0,38.367,25.465,38.032,0,69.198,27.303,59.068,0.18,26.264,51.343,20.938,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,12,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,66.0,37.058,22.669,37.334,0,71.912,27.541,61.02,0.18,24.898,52.904,19.439,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,13,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,68.0,35.667,19.736,36.597,0,74.738,27.79,63.103,0.18,23.461,54.548,17.863,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,14,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,70.0,34.188,16.659,35.821,0,77.683,28.051,65.32,0.18,21.95,56.28,16.207,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,15,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,72.0,32.618,13.432,35.003,0,80.753,28.324,67.676,0.18,20.361,58.103,14.467,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,16,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,74.0,30.951,10.047,34.14,0,83.958,28.61,70.177,0.18,18.69,60.021,12.637,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,17,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,76.0,29.182,6.495,33.231,0,87.303,28.909,72.827,0.18,16.932,62.039,10.713,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,18,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,78.0,27.306,2.768,32.273,0,90.799,29.222,75.632,0.18,15.083,64.162,8.691,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,19,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,80.0,25.317,0,31.263,0,94.453,29.55,78.597,0.18,13.39,66.375,6.815,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,20,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,82.0,23.21,0,30.199,0,98.275,29.893,81.73,0.18,12.247,68.649,5.482,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,21,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,84.0,21.005,0,29.092,0,100,30.243,85.037,0.18,11.28,70.429,4.406,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,22,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,86.0,18.721,0,27.95,0,100,30.593,88.467,0.18,10.457,71.792,3.543,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,23,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,88.0,16.355,0,26.774,0,100,30.943,91.979,0.18,9.607,73.187,2.651,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,24,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,90.0,13.905,0,25.561,0,100,31.293,95.573,0.18,8.727,74.615,1.73,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,25,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,92.0,11.37,0,24.311,0,100,31.643,99.253,0.18,7.818,76.075,0.777,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,26,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,94.0,8.807,0,23.054,0,100,31.993,100,0.18,6.901,76.481,0,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,27,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,96.0,6.231,0,21.797,0,100,32.343,100,0.18,5.98,76.617,0,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,28,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,98.0,3.643,0,20.54,0,100,32.693,100,0.18,5.055,76.754,0,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,29,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,100.0,1.043,0,19.283,0,100,33.043,100,0.18,4.128,76.891,0,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,30,Pressure-only intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,102.0,0,0,18.026,0,100,33.393,100,0.18,3.605,76.996,0,10.616
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,0,Capacity-building intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,42.0,49.161,48.541,44.403,72.4,44.474,25.178,44.764,0.05,53.822,36.816,42.259,7.6
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,1,Capacity-building intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,44.0,48.274,46.992,43.785,64.566,46.5,25.364,45.629,0.05,51.201,37.926,39.935,7.834
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,2,Capacity-building intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,46.0,47.337,45.349,43.145,56.492,48.581,25.558,46.599,0.05,48.484,39.097,37.522,8.074
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,3,Capacity-building intervention,False,core system capacity stock,system pressure,implementation burden,system outcome,48.0,46.347,43.609,42.482,48.171,50.724,25.761,47.676,0.05,45.666,40.334,35.017,8.32
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,4,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,50.0,46.917,42.93,43.185,40.78,51.72,25.418,48.389,0.48,44.08,40.803,36.776,7.392
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,5,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,52.0,47.467,42.232,43.876,33.171,52.737,25.079,49.152,0.48,42.432,41.439,35.481,7.608
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,6,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,54.0,47.995,41.512,44.551,25.339,53.778,24.744,49.965,0.48,40.718,42.106,34.132,7.832
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,7,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,56.0,48.5,40.769,45.212,17.275,54.846,24.413,50.829,0.48,38.937,42.806,32.725,8.064
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,8,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,58.0,48.98,40.001,45.857,8.971,55.944,24.087,51.747,0.48,37.086,43.539,31.257,8.304
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,9,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,60.0,49.433,39.205,46.485,0.42,57.074,23.766,52.718,0.48,35.16,44.309,29.727,8.551
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,10,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,62.0,49.858,38.38,47.096,0,58.24,23.448,53.744,0.48,35.002,44.967,29.555,8.807
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,11,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,64.0,50.253,37.522,47.689,0,59.443,23.136,54.827,0.48,34.914,45.623,29.431,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,12,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,66.0,50.617,36.63,48.263,0,60.688,22.829,55.968,0.48,34.803,46.311,29.281,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,13,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,68.0,50.946,35.701,48.818,0,61.977,22.527,57.168,0.48,34.666,47.035,29.103,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,14,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,70.0,51.24,34.732,49.352,0,63.314,22.23,58.431,0.48,34.502,47.796,28.896,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,15,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,72.0,51.496,33.72,49.864,0,64.701,21.939,59.757,0.48,34.31,48.597,28.658,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,16,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,74.0,51.712,32.662,50.354,0,66.142,21.654,61.149,0.48,34.087,49.439,28.386,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,17,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,76.0,51.886,31.554,50.82,0,67.642,21.374,62.608,0.48,33.832,50.325,28.079,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,18,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,78.0,52.015,30.393,51.261,0,69.202,21.101,64.137,0.48,33.542,51.255,27.734,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,19,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,80.0,52.096,29.176,51.677,0,70.829,20.834,65.739,0.48,33.216,52.233,27.35,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,20,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,82.0,52.129,27.898,52.065,0,72.524,20.574,67.416,0.48,32.852,53.259,26.923,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,21,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,84.0,52.108,26.555,52.426,0,74.293,20.321,69.17,0.48,32.446,54.338,26.452,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,22,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,86.0,52.033,25.144,52.757,0,76.139,20.076,71.005,0.48,31.998,55.47,25.934,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,23,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,88.0,51.899,23.659,53.057,0,78.068,19.838,72.924,0.48,31.503,56.659,25.366,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,24,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,90.0,51.704,22.095,53.326,0,80.084,19.609,74.93,0.48,30.961,57.908,24.745,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,25,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,92.0,51.444,20.449,53.56,0,82.191,19.387,77.026,0.48,30.367,59.218,24.068,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,26,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,94.0,51.117,18.714,53.76,0,84.395,19.175,79.216,0.48,29.72,60.593,23.332,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,27,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,96.0,50.718,16.884,53.922,0,86.701,18.972,81.503,0.48,29.016,62.036,22.535,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,28,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,98.0,50.244,14.955,54.047,0,89.115,18.778,83.893,0.48,28.251,63.549,21.672,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,29,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,100.0,49.691,12.919,54.131,0,91.641,18.595,86.388,0.48,27.424,65.138,20.74,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,30,Capacity-building intervention,True,core system capacity stock,system pressure,implementation burden,system outcome,102.0,49.055,10.771,54.173,0,94.287,18.422,88.993,0.48,26.53,66.804,19.735,8.819
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,0,Structural redesign,False,core system capacity stock,system pressure,implementation burden,system outcome,42.0,49.161,48.541,44.403,72.4,44.474,25.178,44.764,0.05,53.822,36.816,42.259,7.6
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,1,Structural redesign,False,core system capacity stock,system pressure,implementation burden,system outcome,44.0,48.274,46.992,43.785,64.566,46.5,25.364,45.629,0.05,51.201,37.926,39.935,7.834
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,2,Structural redesign,False,core system capacity stock,system pressure,implementation burden,system outcome,46.0,47.337,45.349,43.145,56.492,48.581,25.558,46.599,0.05,48.484,39.097,37.522,8.074
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,3,Structural redesign,False,core system capacity stock,system pressure,implementation burden,system outcome,48.0,46.347,43.609,42.482,48.171,50.724,25.761,47.676,0.05,45.666,40.334,35.017,8.32
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,4,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,50.0,47.606,43.571,43.889,42.391,51.033,25.065,48.147,0.7,44.964,40.21,38.024,5.78
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,5,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,52.0,48.866,43.56,45.29,36.445,51.337,24.371,48.637,0.7,44.231,40.419,37.608,5.946
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,6,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,54.0,50.127,43.575,46.683,30.326,51.637,23.677,49.145,0.7,43.464,40.637,37.167,6.119
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,7,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,56.0,51.387,43.616,48.07,24.028,51.934,22.985,49.671,0.7,42.663,40.865,36.701,6.298
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,8,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,58.0,52.646,43.682,49.449,17.544,52.23,22.294,50.216,0.7,41.825,41.102,36.208,6.484
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,9,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,60.0,53.905,43.774,50.822,10.867,52.524,21.604,50.779,0.7,40.948,41.351,35.685,6.677
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,10,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,62.0,55.162,43.89,52.186,3.989,52.819,20.915,51.36,0.7,40.031,41.61,35.133,6.878
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,11,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,64.0,56.418,44.032,53.543,0,53.113,20.228,51.959,0.7,39.753,41.826,35.074,7.086
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,12,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,66.0,57.671,44.199,54.892,0,53.41,19.541,52.576,0.7,40.355,41.968,35.698,7.208
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,13,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,68.0,58.921,44.39,56.232,0,53.708,18.856,53.212,0.7,40.961,42.103,36.323,7.208
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,14,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,70.0,60.168,44.604,57.564,0,54.01,18.172,53.867,0.7,41.568,42.245,36.951,7.208
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,15,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,72.0,61.411,44.843,58.888,0,54.316,17.489,54.539,0.7,42.178,42.395,37.581,7.208
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,16,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,74.0,62.649,45.104,60.203,0,54.627,16.808,55.231,0.7,42.79,42.554,38.213,7.208
systems-thinking-and-levels-of-analysis,Systems Thinking And Levels Of Analysis,17,Structural redesign,True,core system capacity stock,system pressure,implementation burden,system outcome,76.0,63.883,45.388,61.509,0,54.944,16.128,55.942,0.7,43.402,42.72,38.846,7.208
